mutant-id|timeToExecute|0-nodeRNG|1-mathRNG|2-cryptoRNG|3-sha1 node|4-sha1 browser|5-md5 node|6-md5 browser|7-v3|8-v5|9-uuids with current time|10-uuids with time option|11-msec|12-exception thrown when > 10k ids created in 1ms|13-clock regression by msec|14-clock regression by nsec|15-explicit options product expected id|16-ids spanning 1ms boundary are 100ns apart
MUTANT 1158|3540ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1159|3425ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1160|3641ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1161|3693ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1162|3758ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1163|3522ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1164|3407ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1165|3350ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1166|3225ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1167|3404ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1168|3357ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1169|3849ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1170|3890ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1171|3761ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1172|3674ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1173|3479ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1174|3378ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1175|3420ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1176|3492ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1177|4135ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1178|4055ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1179|4167ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1180|3996ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1181|3414ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1182|3484ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1183|3552ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1184|3481ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1185|3555ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1186|3431ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1187|3556ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1188|3490ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1190|3495ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1189|3656ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1191|3633ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1192|3608ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1194|3585ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1193|3706ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1196|3854ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1195|3919ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1198|3825ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1197|3951ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1200|3603ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1199|3661ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1202|4053ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1201|4074ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1204|3933ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1203|4013ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1206|3509ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1205|3786ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1207|3758ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1208|3876ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1209|4094ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1210|4192ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1211|3953ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1212|4007ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1213|3827ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1214|3706ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1215|3725ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1216|3692ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1217|3592ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1218|3808ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1219|3770ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1220|3667ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1221|3683ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1222|3609ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1223|3582ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1224|3573ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1225|3392ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1226|3607ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1227|3436ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1228|3423ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1229|3764ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1232|3573ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1230|3777ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1231|3767ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1233|3451ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1235|3470ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1234|3566ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1236|3652ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1237|3573ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1239|3481ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1238|3593ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1240|3668ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1241|3618ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1242|3541ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1243|3526ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1244|3587ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1245|3702ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1247|3599ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1246|3624ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1248|3654ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1249|3514ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1250|3501ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1251|3575ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1252|3557ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1253|3650ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1255|3702ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1254|3849ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1256|3667ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1257|4022ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1259|3958ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1258|4020ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1260|3903ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1261|3911ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1262|3663ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1263|3672ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1264|3640ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1265|3602ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1267|3622ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1266|3723ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1268|3474ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1269|3560ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1270|3589ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1271|3624ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1272|3621ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1273|4226ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1274|4272ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1275|4270ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1276|4275ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1277|3841ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1279|3802ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1280|3756ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1278|3942ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1281|4550ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1283|4153ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1284|4176ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1282|4416ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1285|3907ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1286|3870ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1287|3909ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1288|4068ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1289|3621ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1290|3557ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1291|3586ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1292|3757ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1293|3557ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1294|3735ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1295|4225ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1296|3791ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1297|4013ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1298|4008ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1299|3900ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1300|3962ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1301|4056ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1302|3984ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1303|4118ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1304|4426ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1305|4324ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1306|4315ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1307|4437ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1308|4617ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1309|4720ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1310|4633ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1311|4091ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1312|3846ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1314|3715ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1313|3857ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1315|4031ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1316|3748ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1317|3624ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1318|3702ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1319|3807ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1320|3804ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1321|3735ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1322|3695ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1323|3750ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1324|3774ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1325|3701ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1326|3746ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1327|3698ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1328|4131ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1329|4444ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1330|4323ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1331|4656ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1332|4411ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1333|4003ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1334|4130ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1335|4041ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1336|4062ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1338|3707ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1337|3972ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1339|3930ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1340|3709ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1341|3584ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1342|3547ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1343|3686ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1344|3577ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1346|3729ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1345|3760ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1348|3713ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1347|3733ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1350|3766ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1349|4011ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1351|4047ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1352|4271ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1353|4052ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1354|4172ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1355|4311ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1356|4797ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1357|4768ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1358|5292ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1359|4378ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1360|4057ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1361|3796ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1362|3969ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1363|3742ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1364|3969ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1365|3800ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1366|3559ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1367|3529ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1368|3741ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1369|3666ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1370|3588ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1371|3639ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1372|3726ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1373|3542ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1375|4173ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1374|4257ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1376|3697ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1377|3691ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1378|3595ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1379|3700ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1380|3776ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1381|3506ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1382|3583ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1383|3574ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1384|3651ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1385|3549ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1386|3479ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1387|3403ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1388|3593ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1389|3613ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1390|3540ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1391|3499ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1392|3548ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1393|3670ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1394|3694ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1395|3688ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1396|3793ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1397|3580ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1398|3671ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1399|3747ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1400|3701ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1401|3611ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1402|3490ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1403|3461ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1404|3438ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1405|3484ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1406|3448ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1407|3528ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1408|3540ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1409|3487ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1410|3595ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1411|3956ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1412|3639ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1413|4064ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1414|3626ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1415|3736ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1416|3670ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1417|3507ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1418|3440ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1419|3437ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1420|3624ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1421|4348ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1422|4432ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1423|4086ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1424|4097ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1425|3736ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1426|3831ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1427|3812ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1428|3617ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1429|3564ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1430|3610ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1431|3703ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1432|3749ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1433|3580ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1434|3706ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1435|3818ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1436|3646ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1437|3780ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1438|3862ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1439|3736ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1440|3617ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1441|3484ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1442|4024ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1443|4410ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1444|4222ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
