mutant-id|timeToExecute|0-nodeRNG|1-mathRNG|2-cryptoRNG|3-sha1 node|4-sha1 browser|5-md5 node|6-md5 browser|7-v3|8-v5|9-uuids with current time|10-uuids with time option|11-msec|12-exception thrown when > 10k ids created in 1ms|13-clock regression by msec|14-clock regression by nsec|15-explicit options product expected id|16-ids spanning 1ms boundary are 100ns apart
MUTANT 572|3354ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 573|3318ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 575|3585ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 574|3616ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 576|3673ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 577|3830ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 579|4280ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 578|4902ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 580|3615ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 581|3546ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 582|4257ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 583|3649ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 584|3831ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 585|4094ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 586|3749ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 587|3785ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 589|3562ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 588|4335ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 591|3668ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 590|3720ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 593|3651ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 592|3831ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 595|3516ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 594|3652ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 596|3444ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 597|3629ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 598|3793ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 599|3688ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 600|3780ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 601|3740ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 602|3535ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 603|3531ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 604|3723ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 605|3765ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 606|3637ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 607|3624ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 608|3834ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 609|3874ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 610|3594ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 611|3665ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 612|3655ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 613|3524ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 614|3467ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 615|3559ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 616|3571ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 617|3778ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 618|3580ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 619|3578ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 620|3823ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 621|3671ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 622|3710ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 623|3973ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 624|3533ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 625|3433ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 626|3509ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 627|3430ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 629|3324ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 628|3528ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 630|3923ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 631|3656ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 633|3444ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 632|3534ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 634|3766ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 635|3797ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 636|3331ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 637|3688ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 638|3794ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 639|3778ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 640|3936ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 641|3748ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 642|3633ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 643|3567ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 644|3534ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 645|3604ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 646|3527ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 647|3560ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 648|3529ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 649|3659ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 650|3404ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 651|3602ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 652|3668ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 653|3593ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 654|3643ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 655|3685ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 656|3602ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 657|3556ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 658|3689ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 659|3634ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 660|3761ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 661|3824ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 662|3685ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 663|3748ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 664|3719ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 665|3883ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 666|3772ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 667|3640ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 668|3836ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 669|4162ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 670|3803ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 671|3785ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 672|4042ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 673|3909ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 674|3643ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 675|3763ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 676|3593ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 677|3733ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 678|3393ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 679|3531ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 680|3448ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 681|3339ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 682|3362ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 683|3722ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 684|3790ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 685|4041ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 686|3980ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 687|3915ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 688|4094ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 689|4056ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 690|4325ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 691|4001ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 692|4034ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 693|3876ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 694|3886ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 695|3937ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 696|3603ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 697|3893ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 698|3791ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 699|4074ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 700|3963ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 701|3772ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 702|3638ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 703|3763ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 704|3452ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 705|3571ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 706|3448ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 707|3714ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 708|4253ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 709|4222ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 710|4283ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 711|3915ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 712|3961ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 713|3810ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 714|4164ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 715|4334ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 716|4969ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 717|4837ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 718|4993ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 719|4933ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 720|4536ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 721|4307ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 722|4072ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 723|4057ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 724|3758ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 725|4090ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 726|4407ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 727|4833ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 728|4648ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 729|4381ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 730|4167ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 731|3794ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 732|3454ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 733|3781ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 734|3538ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 735|3525ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 736|3738ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 737|3423ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 738|3481ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 739|3406ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 740|3542ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 741|3490ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 742|3265ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 743|3640ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 744|3498ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 745|4230ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 746|4082ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 747|3760ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 748|3875ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 749|3597ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 750|3621ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 751|3461ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 752|3363ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 753|3340ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 754|3433ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 755|3427ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 756|3484ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 757|3523ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 758|3453ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 759|3513ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 760|3509ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 761|3567ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 762|3584ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 763|3640ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 764|3583ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 765|3545ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 766|3637ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 767|3637ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 768|3712ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 769|3662ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 770|3776ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 771|3896ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 772|3794ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 773|3734ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 774|3570ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 775|3517ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 776|3679ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 777|3325ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 778|3510ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 779|3504ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 780|3498ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 781|3474ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 782|3564ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 783|3457ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 784|3414ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 785|3612ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 786|3514ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 787|3608ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 788|3673ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 789|3807ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 790|3652ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 791|3615ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 792|3482ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 793|3460ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 794|3566ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 795|3646ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 796|3932ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 797|4032ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 798|3976ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 799|3741ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 800|3536ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 801|3528ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 802|3258ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 803|3343ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 804|3474ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 805|4165ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 806|3676ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 807|3765ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 808|4071ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 809|3929ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 810|3864ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 811|4254ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 812|4021ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 813|3955ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 814|3955ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 815|3827ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 816|3979ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 817|3681ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 818|3679ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 819|3978ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 820|4097ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 821|3867ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 822|4004ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 823|3809ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 824|4104ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 825|3742ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 826|3718ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 827|3582ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 828|3578ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 829|3628ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 830|3508ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 831|3541ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 832|3654ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 834|3483ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 833|3629ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 835|3800ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 836|3431ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 837|3582ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 838|3604ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 839|3777ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 840|3912ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 842|4045ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 841|4241ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 843|4137ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 844|3927ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 846|3791ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 845|3858ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 847|4032ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 848|4090ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 849|3869ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 850|3853ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 851|3905ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 852|3699ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 854|3567ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 853|3591ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 855|3678ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 856|3725ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 857|3726ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 858|3768ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 859|4372ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 860|4363ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 861|4647ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 862|4658ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 863|3906ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 864|4630ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 865|4061ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
